canonical_name,EXPDATE,Received Qty,Invoice date,Product_MFG DATE,Actual Purchase Rate,max Rate,Conversion unit,sgstrate,SGST_amount,Invoice No,Supplier State,CGST_amount,cgstrate,Batch,cgst,Item Net Amount,Supplier GST,GST Perc,HSN Code,Taxable amount,,mrp,igst,Supplier Name
दिव्य कंथमृत च्यूएबल 40 नग,21-04-2028,10,21-08-2025,21-05-2025,26.79,27.39,PCS,6,16.074,TI2603AAA2526,UK,16.434,6,ADKT250015,16.07,300.04,05AAECK5765H1ZE,12,30049011,267.89,,40,0,KANHA JI DISTRIBUTORS
ऊर्जा चाय 250 ग्राम (पॉली),17-06-2026,24,21-08-2025,17-06-2025,47.22,47.22,PCS,2.5,28.332,TI2603AAA2526,UK,28.332,2.5,BBNC250014,28.33,1189.94,05AAECK5765H1ZE,5,9024090,1133.28,,60,0,KANHA JI DISTRIBUTORS
दिव्य आँवला चूर्ण 100 ग्राम,21-06-2027,25,21-08-2025,21-07-2025,35.71,35.71,PCS,2.5,22.31875,TI2603AAA2526,UK,22.31875,2.5,BAMC250036,22.32,937.39,05AAECK5765H1ZE,5,30049011,892.75,,45,0,KANHA JI DISTRIBUTORS
एडवांस दंत कांति मंजन 100 ग्राम,26-01-2027,10,21-08-2025,04-08-2025,85.459,85.46,PCS,6,51.2754,TI2603AAA2526,UK,51.276,6,AMC2500014,51.28,957.15,05AAECK5765H1ZE,12,33061010,854.6,,110,0,KANHA JI DISTRIBUTORS
दिव्य नारी कांति 60 टैबलेट (3x20),19-04-2028,20,21-08-2025,19-05-2025,223.21,223.21,PCS,6,267.852,TI2603AAA2526,UK,267.852,6,BDNK250005,267.85,4999.9,05AAECK5765H1ZE,12,30049011,4464.2,,300,0,KANHA JI DISTRIBUTORS
दिव्य रेनोगृत 60 टैबलेट (3x20),10-05-2028,20,21-08-2025,10-06-2025,189.7295,189.73,PCS,6,227.6754,TI2603AAA2526,UK,227.676,6,BDRT250013,227.68,4249.95,05AAECK5765H1ZE,12,30049011,3794.6,,255,0,KANHA JI DISTRIBUTORS
आँवला मुरब्बा 1 किलो,07-07-2026,3,21-08-2025,07-07-2025,142.416666666667,142.42,PCS,6,25.635,TI2603AAA2526,UK,25.6356,6,ADR2500034,25.64,478.53,05AAECK5765H1ZE,12,20079990,427.26,,200,0,KANHA JI DISTRIBUTORS
महावात विध्वंसन रस 5 ग्राम,10-05-2031,25,21-08-2025,01-07-2021,27.7804,27.78,PCS,2.5,17.36275,TI2603AAA2526,UK,17.3625,2.5,BMVR210003,17.36,729.23,05AAECK5765H1ZE,5,30049011,694.5,,35,0,KANHA JI DISTRIBUTORS
दिव्य गोखुरु काढ़ा 100 ग्राम (जार),05-06-2027,20,21-08-2025,05-07-2025,59.5205,59.52,PCS,6,71.4246,TI2603AAA2526,UK,71.424,6,AGKK250025,71.42,1333.25,05AAECK5765H1ZE,12,30049011,1190.4,,80,0,KANHA JI DISTRIBUTORS
दृष्टि आई ड्रॉप 10 एमएल,02-06-2026,40,21-08-2025,02-07-2025,14.23975,14.24,PCS,6,34.1754,TI2603AAA2526,UK,34.176,6,AAST250034,34.18,637.95,05AAECK5765H1ZE,12,30049011,569.6,,20,0,KANHA JI DISTRIBUTORS
बादाम पाक 500 ग्राम,15-06-2027,6,21-08-2025,25-06-2025,195.83,195.83,PCS,6,70.4988,TI2603AAA2526,UK,70.4988,6,ACY2500007,70.5,1315.98,05AAECK5765H1ZE,12,30049011,1174.98,,275,0,KANHA JI DISTRIBUTORS
बादाम 250 ग्राम,08-01-2026,5,21-08-2025,12-07-2025,291.518,291.52,PCS,6,87.4554,TI2603AAA2526,UK,87.456,6,AART250025,87.46,1632.51,05AAECK5765H1ZE,12,8021100,1457.6,,365,0,KANHA JI DISTRIBUTORS
काजू 250 ग्राम,04-01-2026,2,21-08-2025,08-07-2025,311.79,311.79,PCS,2.5,15.5895,TI2603AAA2526,UK,15.5895,2.5,AARW250018,15.59,654.76,05AAECK5765H1ZE,5,8013220,623.58,,365,0,KANHA JI DISTRIBUTORS
दिव्य इम्यूनोगृत गोल्ड कैप्सूल 30 नग,01-07-2028,5,21-08-2025,01-08-2025,803.57,803.57,PCS,6,241.071,TI2603AAA2526,UK,241.071,6,ADGG250004,241.07,4499.99,05AAECK5765H1ZE,12,30049011,4017.85,,1080,0,KANHA JI DISTRIBUTORS
दिव्य थाइरोगृत 60 टैबलेट,20-05-2028,10,21-08-2025,20-06-2025,200.892,205.35,PCS,6,120.5352,TI2603AAA2526,UK,123.21,6,BTGT250014,120.54,2250,05AAECK5765H1ZE,12,30049011,2008.93,,300,0,KANHA JI DISTRIBUTORS
दिव्य पीड़ानिल गोल्ड टैबलेट (100 पीस),01-07-2028,10,21-08-2025,02-08-2025,321.428,328.57,PCS,6,192.8568,TI2603AAA2526,UK,197.142,6,APGT250027,192.86,3600,05AAECK5765H1ZE,12,30049011,3214.29,,480,0,KANHA JI DISTRIBUTORS
दिव्य शिलाजीत सत्व 20 ग्राम,31-05-2030,10,21-08-2025,30-06-2025,103.171,103.17,PCS,2.5,25.79275,TI2603AAA2526,UK,25.7925,2.5,BSHS250005,25.79,1083.29,05AAECK5765H1ZE,5,30049011,1031.7,,130,0,KANHA JI DISTRIBUTORS
आस्था भीमसेनी कपूर 200 ग्राम,28-03-2027,5,03-08-2025,28-04-2025,263.058,263.06,PCS,9,118.3761,TI30219AAA2526,UK,118.377,9,ABEB250004,118.38,1552.05,05AELPS3782C1ZD,18,29142922,1315.3,,500,0,DEEPAK TRADERS
आस्था गंगाजल 100 एमएल,02-01-2030,7,03-08-2025,28-01-2025,0,0,PCS,9,0,TI30219AAA2526,UK,0,9,ABEQ250001,0,0,05AELPS3782C1ZD,18,22019090,0,,0,0,DEEPAK TRADERS
