mcat,display_code,remarks,ORDER_ID,brand,vertical,division,grndate,Item alias,HSN code,Received Qty,Purchase rate,Selling,mrp,Item Discount,Batch No,Mfg date,status,GRN No,Taxable amount,Conversion Unit,GST Perc,cgst,sgst,igst,Supplier Name,,,Item name,Conversion Factor,EXPDATE,QTY in Pcs,Inv date,Item Net Amount,Qty in CLD,Supplier Payable,Discount%,Ship Name,cgstrate,sgstrate,igstrate,LD,LDP,CESS_AMT,CESS_PER,Branch,Inv No,Supplier Code,Supplier State,Supplier GST,Supplier Channel,companyid,SecondaryDiscountPercent,BaseSecondaryDiscount,Actual Purchase Rate,warehouse,WAREHOUSE ADDRESS,forwardscheme,tcs_per,tcs_amt,baseprimarydiscount,primarydiscountpercent
Non-Open,DIVYA AK,DIVYA AK,PO2AAA2526,VATI & GUGGAL,MEDICINES,PHARMACY,22-04-2025,81562,30049011,25,55.56,55.56,70,0,APNC240005,10-12-2024,,PI4AAA2526,1389,PCS,5,34.73,34.73,0,KANHA JI DISTRIBUTORS,Pushyanug Churna 100 Gm,पुष्यानुग चूर्ण 100 ग्राम,Pushyanug Churna 100 Gm,100,30-11-2026,25,16-04-2025,1458.45,0.25,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI285AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,55.56,Main Warehouse,ktm,0,0,0,0,0
Non-Open,DIVYA AK,DIVYA AK,PO2AAA2526,VATI & GUGGAL,MEDICINES,PHARMACY,22-04-2025,81593,30049011,20,31.75,31.75,40,0,BYRG250001,05-01-2025,,PI4AAA2526,635,PCS,5,15.88,15.88,0,KANHA JI DISTRIBUTORS,Yograj Guggul 40 Tab,योगराज गुग्गुल 40 टैबलेट,Yograj Guggul 40 Tab,400,10-12-2029,20,16-04-2025,666.75,0.05,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI285AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,31.75,Main Warehouse,ktm,0,0,0,0,0
Non-Open,DIVYA AK,DIVYA AK,PO2AAA2526,DIVYA PRODUCTS,MEDICINES,PHARMACY,22-04-2025,83310,30049011,20,95.24,95.24,120,0,BKJV250002,31-01-2025,,PI4AAA2526,1904.8,PCS,5,47.62,47.62,0,KANHA JI DISTRIBUTORS,DIVYA KUTAJGHAN VATI 80 N (500 MG) - T,दिव्य कुटजघन वटी 80 नग (500 मि.ग्रा.),DIVYA KUTAJGHAN VATI 80 N (500 MG) - T,400,16-01-2028,20,16-04-2025,2000.04,0.05,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI285AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,95.24,Main Warehouse,ktm,0,0,0,0,0
Open,DIVYA AK,DIVYA AK,PO2AAA2526,SOYA BADDI,FLOUR & SUGAR,FOOD,22-04-2025,180002982,21061000,20,41.78,41.78,55,25.07,SCP250003,15-03-2025,,PI4AAA2526,810.53,PCS,12,48.63,48.63,0,KANHA JI DISTRIBUTORS,SOYA CHUNKS 220 GM - T,सोया चंक्स 220 ग्राम,SOYA CHUNKS 220 GM - T,60,10-03-2026,20,16-04-2025,907.8,0.33,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI285AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,40.53,Main Warehouse,ktm,0,0,0,0,0
Open,DIVYA AK,DIVYA AK,PO2AAA2526,DRY FRUITS,FLOUR & SUGAR,FOOD,22-04-2025,180005228,20019000,4,255.58,255.58,320,0,AAYC250018,26-03-2025,,PI4AAA2526,1022.32,PCS,12,61.34,61.34,0,KANHA JI DISTRIBUTORS,DATES (KHAJUR) 500 GM,खजूर 500 ग्राम,DATES (KHAJUR) 500 GM,12,22-09-2025,4,16-04-2025,1145,0.33,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI285AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,255.58,Main Warehouse,ktm,0,0,0,0,0
Non-Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,VATI & GUGGAL,MEDICINES,PHARMACY,14-05-2025,80566,30049011,20,40.92,40.92,55,0,BPTV240050,30-10-2024,,PI5AAA2526,818.4,PCS,12,49.1,49.1,0,KANHA JI DISTRIBUTORS,Divya Peedantak Vati 40 Tab,दिव्य पीड़ान्तक वटी 40 टैबलेट,Divya Peedantak Vati 40 Tab,400,04-10-2029,20,23-04-2025,916.61,0.05,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,40.92,Main Warehouse,ktm,0,0,0,0,0
Non-Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,BHASMA & NPDs,MEDICINES,PHARMACY,14-05-2025,8857000057,30049011,10,103.17,103.17,130,0,BSHS250003,28-02-2025,,PI5AAA2526,1031.7,PCS,5,25.79,25.79,0,KANHA JI DISTRIBUTORS,DIVYA SHILAJEET SAT - 20 G,दिव्य शिलाजीत सत 20 ग्राम,DIVYA SHILAJEET SAT - 20 G,100,02-02-2030,10,23-04-2025,1083.29,0.1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,103.17,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,DIVYA PRODUCTS,OTHERS,PHARMACY,14-05-2025,84123,30049011,10,31.11,31.11,40,25.4,BANT250003,31-01-2025,,PI5AAA2526,285.7,PCS,5,7.14,7.14,0,KANHA JI DISTRIBUTORS,DIVYA ANU TAILA 20 ML (120 PCS) -T,दिव्य अनुतैल 20 मि.ली. (120 नग),DIVYA ANU TAILA 20 ML (120 PCS) -T,110,16-01-2028,10,23-04-2025,299.99,0.09,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,29.2,Main Warehouse,ktm,0,0,0,0,0
Non-Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,BHASMA & NPDs,MEDICINES,PHARMACY,14-05-2025,81552,30049011,25,11.9,11.9,15,0,BTKB240023,31-12-2024,,PI5AAA2526,297.5,PCS,5,7.44,7.44,0,KANHA JI DISTRIBUTORS,Tankan Bhasma 5 Gm,टंकण भस्म 5 ग्राम,Tankan Bhasma 5 Gm,500,09-11-2034,25,23-04-2025,312.38,0.05,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,11.9,Main Warehouse,ktm,0,0,0,0,0
Non-Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,VATI & GUGGAL,MEDICINES,PHARMACY,14-05-2025,8857000021,30049011,20,74.4,74.4,100,0,AMSV250003,10-02-2025,,PI5AAA2526,1488,PCS,12,89.28,89.28,0,KANHA JI DISTRIBUTORS,DIVYA MAHASUDARSHAN GHANVATI PLUS 60 TAB,दिव्य महासुदर्शन घनवटी प्लस 60 टैबलेट,DIVYA MAHASUDARSHAN GHANVATI PLUS 60 TAB,400,26-01-2028,20,23-04-2025,1666.56,0.05,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,74.4,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,8855000244,30049011,25,74.4,74.4,100,0,AMHV250010,01-03-2025,,PI5AAA2526,1860,PCS,12,111.6,111.6,0,KANHA JI DISTRIBUTORS,DIVYA MEDOHAR VATI -100 TAB,दिव्य मेदोहर वटी 100 टैबलेट,DIVYA MEDOHAR VATI -100 TAB,200,03-02-2030,25,23-04-2025,2083.2,0.13,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,74.4,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,8852000007,30049011,20,223.21,223.21,300,357.14,BMDT250015,06-03-2025,,PI5AAA2526,4107.06,PCS,12,246.42,246.42,0,KANHA JI DISTRIBUTORS,DIVYA MADHUGRIT 60 N - T,दिव्य मधुग्रिट 60 नग,DIVYA MADHUGRIT 60 N - T,160,19-02-2028,20,23-04-2025,4599.9,0.13,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,205.35,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,8852000008,30049011,20,186.01,186.01,250,297.62,ADBP250007,08-03-2025,,PI5AAA2526,3422.58,PCS,12,205.35,205.35,0,KANHA JI DISTRIBUTORS,DIVYA BPGRIT 60 N - T,दिव्य बीपीग्रिट 60 नग,DIVYA BPGRIT 60 N - T,160,21-02-2028,20,23-04-2025,3833.29,0.13,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,171.13,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,HERBAL MEHANDI & COLOUR,HAIR CARE,NON FOOD,14-05-2025,150001644,33059090,20,23.6,23.6,35,0,ACDD250011,01-03-2025,,PI5AAA2526,472,PCS,18,42.48,42.48,0,KANHA JI DISTRIBUTORS,K.K. COLOR DARK BROWN (CREAM & DEV)-T,के.के. कलर गाढ़ा भूरा (क्रीम एवं डेवलपर),K.K. COLOR DARK BROWN (CREAM & DEV)-T,60,24-02-2026,20,23-04-2025,556.96,0.33,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,23.6,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,8857000223,30049011,20,33.48,33.48,45,53.57,ADYD250005,31-01-2025,,PI5AAA2526,616.03,PCS,12,36.96,36.96,0,KANHA JI DISTRIBUTORS,DIVYA DHARA 10 ML (800 PC),दिव्य धारा 10 मि.ली. (800 नग),DIVYA DHARA 10 ML (800 PC),800,16-01-2028,20,23-04-2025,689.95,0.03,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,30.8,Main Warehouse,ktm,0,0,0,0,0
Non-Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,VATI & GUGGAL,MEDICINES,PHARMACY,14-05-2025,81560,30049011,20,31.75,31.75,40,0,BTPG240059,10-12-2024,,PI5AAA2526,635,PCS,5,15.88,15.88,0,KANHA JI DISTRIBUTORS,Triphala Guggul 40 Tab,त्रिफला गुग्गुल 40 टैबलेट,Triphala Guggul 40 Tab,400,14-11-2029,20,23-04-2025,666.75,0.05,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,31.75,Main Warehouse,ktm,0,0,0,0,0
Non-Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,VATI & GUGGAL,MEDICINES,PHARMACY,14-05-2025,80557,30049011,20,27.78,27.78,35,0,BKSG240034,31-12-2024,,PI5AAA2526,555.6,PCS,5,13.89,13.89,0,KANHA JI DISTRIBUTORS,Kaishore Guggul 40 Tab,कैशोर गुग्गुल 40 टैबलेट,Kaishore Guggul 40 Tab,400,05-12-2029,20,23-04-2025,583.38,0.05,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,27.78,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,8852000004,30049011,20,178.57,178.57,240,285.71,ALAT250014,28-02-2025,,PI5AAA2526,3285.69,PCS,12,197.14,197.14,0,KANHA JI DISTRIBUTORS,DIVYA LIVAMRIT ADVANCE 60 N - T,दिव्य लिवामृत एडवांस 60 नग,DIVYA LIVAMRIT ADVANCE 60 N - T,160,13-02-2028,20,23-04-2025,3679.97,0.13,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,164.28,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,8855000143,30049011,25,78.12,78.13,105,156.25,BGHC250011,01-03-2025,,PI5AAA2526,1796.75,PCS,12,107.81,107.81,0,KANHA JI DISTRIBUTORS,GASHER CHURAN - 100 GM - T,गैशर चूर्ण 100 ग्राम,GASHER CHURAN - 100 GM - T,100,19-02-2027,25,23-04-2025,2012.36,0.25,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,71.87,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,DIVYA PRODUCTS,DIVYA,PHARMACY,14-05-2025,8857000322,30049011,25,63.24,63.24,85,126.49,BDPN250010,31-01-2025,,PI5AAA2526,1454.51,PCS,12,87.27,87.27,0,KANHA JI DISTRIBUTORS,DIVYA PEEDANIL TAILA 100 ML-T,दिव्य पीड़ानिल तैल 100 मि.ली.,DIVYA PEEDANIL TAILA 100 ML-T,100,16-01-2028,25,23-04-2025,1629.05,0.25,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,58.18,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,82890,30049011,20,262.5,262.5,360,428.57,AOTT250013,15-02-2025,,PI5AAA2526,4821.43,PCS,12,289.29,289.29,0,KANHA JI DISTRIBUTORS,DIVYA ORTHOGRIT 60 N - T,दिव्य ऑर्थोग्रिट 60 नग,DIVYA ORTHOGRIT 60 N - T,160,31-01-2028,20,23-04-2025,5400,0.13,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,246.43,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,Patanjali Nutrela,General Nutrition,Nutraceuticals,14-05-2025,180025922,21069099,4,164.56,164.56,300,0,ABRY250002,12-02-2025,,PI5AAA2526,658.24,PCS,18,59.24,59.24,0,KANHA JI DISTRIBUTORS,PAT.NUT.VIT.B-COMPLEX-30 CAP,न्यूट्रेला विटामिन बी-कॉम्प्लेक्स 30 कैप्सूल,PAT.NUT.VIT.B-COMPLEX-30 CAP,30,12-02-2027,4,23-04-2025,776.72,0.13,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,184.9,Main Warehouse,ktm,0,0,0,0,0
Open,PEN ITEM AK,OPEN ITEM AK,PO3AAA2526,SPICES,RICE/PULSES/SPICES,FOOD,14-05-2025,180022383,9109100,100,6.5,6.5,10,0,ABKW250003,06-03-2025,,PI5AAA2526,650,PCS,5,16.25,16.25,0,KANHA JI DISTRIBUTORS,FENNEL WHOLE 10 GM,सौंफ साबुत 10 ग्राम,FENNEL WHOLE 10 GM,120,06-03-2026,100,23-04-2025,682.5,0.83,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI458AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,6.84,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,DALIA,FLOUR & SUGAR,FOOD,14-05-2025,180002734,11031900,1,44.68,44.68,55,0,PDCU250016,23-03-2025,,PI6AAA2526,1340.4,Box,5,33.51,33.51,0,KANHA JI DISTRIBUTORS,BARLEY DALIA 500 G,जौ का दलिया 500 ग्राम,BARLEY DALIA 500 G,30,19-09-2025,30,23-04-2025,1407.42,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,44.68,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,8855000358,30049011,1,138.89,138.89,175,555.56,ASG250004,28-02-2025,,PI6AAA2526,2222.24,Carton,5,55.56,55.56,0,KANHA JI DISTRIBUTORS,DIVYA ASHWAGANDHARISHTA - 450 ML,दिव्य अश्वगंधारिष्ट 450 मि.ली.,DIVYA ASHWAGANDHARISHTA - 450 ML,20,07-01-2035,20,23-04-2025,2333.36,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,111.11,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,GONYLE,HOME CARE,NON FOOD,14-05-2025,81050,38084000,1,207.71,207.71,330,0,0111/25-26,07-02-2025,,PI6AAA2526,830.84,Carton,18,74.78,74.78,0,KANHA JI DISTRIBUTORS,GONYLE FLOOR CLEANER - 5 LTR,गोनाइल फ्लोर क्लीनर 5 लीटर,GONYLE FLOOR CLEANER - 5 LTR,4,02-02-2026,4,23-04-2025,980.39,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,237.38,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,GONYLE,HOME CARE,NON FOOD,14-05-2025,8863000001,38084000,1,44.06,44.06,70,0,0978/25-26,26-03-2025,,PI6AAA2526,528.72,Carton,18,47.58,47.58,0,KANHA JI DISTRIBUTORS,GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,GONYLE FLOOR CLEANER - 1 LTR,12,21-03-2026,12,23-04-2025,623.89,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,50.35,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,BODY CLEANSER,SKIN CARE,NON FOOD,14-05-2025,180026222,34011941,1,26.97,26.97,40,0,AAWM250004,17-03-2025,,PI6AAA2526,1456.38,Box,18,131.07,131.07,0,KANHA JI DISTRIBUTORS,NEEM KANTI BODY CLEANSER-4x45Gx54U,नीम कान्ति बॉडी क्लीन्ज़र 4×45 ग्राम × 54 नग,NEEM KANTI BODY CLEANSER-4x45Gx54U,54,17-03-2027,54,23-04-2025,1718.53,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,29.97,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,DAIRY,DAIRY DIVISION,DAIRY DIVISION,14-05-2025,9955000047,4021090,1,190.91,190.91,235,0,BLB2500003,02-03-2025,,PI6AAA2526,4581.84,Carton,5,114.55,114.55,0,KANHA JI DISTRIBUTORS,COWS WHOLE MILK POWDER 500-GM,गाय का पूर्ण दूध पाउडर 500 ग्राम,COWS WHOLE MILK POWDER 500-GM,24,29-08-2025,24,23-04-2025,4810.93,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,190.91,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,MEDICATED JUICES,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,180022420,30049011,1,106.82,106.82,150,0,ABPB250007,24-03-2025,,PI6AAA2526,1281.84,Box,12,76.91,76.91,0,KANHA JI DISTRIBUTORS,KARELA JAMUN 50-50 JUICE - 500 ML,करेला-जामुन 50-50 रस 500 मि.ली.,KARELA JAMUN 50-50 JUICE - 500 ML,12,24-03-2026,12,23-04-2025,1435.66,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,106.82,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,SHARBAT THANDAI,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,180002830,21069011,1,94.42,94.42,140,188.84,AGK2500038,09-04-2025,,PI6AAA2526,944.2,Box,18,84.98,84.98,0,KANHA JI DISTRIBUTORS,GULAB SHARBAT 750 ML,गुलाब शरबत 750 मि.ली.,GULAB SHARBAT 750 ML,12,09-04-2026,12,23-04-2025,1114.16,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,78.68,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,AMLA JUICE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,180002659,30049011,1,99.7,99.7,140,143.56,AGH2500062,25-03-2025,,PI6AAA2526,1052.84,Box,12,63.17,63.17,0,KANHA JI DISTRIBUTORS,AMLA JUICE 1 L,आंवला रस 1 लीटर,AMLA JUICE 1 L,12,25-03-2026,12,23-04-2025,1179.18,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,87.74,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,MEDICINE,JUICES & NATURAL BEVERAGES,FOOD,14-05-2025,8857000001,30049011,1,44.64,44.64,60,71.43,AGDA250013,10-03-2025,,PI6AAA2526,821.37,Carton,12,49.28,49.28,0,KANHA JI DISTRIBUTORS,DIVYA GODHAN ARK - 450ML,दिव्य गोधन अर्क 450 मि.ली.,DIVYA GODHAN ARK - 450ML,20,05-03-2026,20,23-04-2025,919.94,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,41.07,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,BISCUIT & CONFFECTIONARY,14-05-2025,150001105,11041200,1,67.2,67.2,100,0,BNO070325,07-03-2025,,PI6AAA2526,1612.8,Box,5,40.32,40.32,0,KANHA JI DISTRIBUTORS,OATS 500GM - T,ओट्स 500 ग्राम,OATS 500GM  - T,24,07-03-2026,24,23-04-2025,1693.44,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,67.2,Main Warehouse,ktm,0,0,0,7.47,10
Non-Open,PAL AK,PAL AK,,ASAV & KWATH,MEDICINES,PHARMACY,14-05-2025,81469,30049011,1,33.48,33.48,45,0,APTK250002,05-01-2025,,PI6AAA2526,1674,Carton,12,100.44,100.44,0,KANHA JI DISTRIBUTORS,Divya Peedantak Kwath 100 Gm,दिव्य पीड़ान्तक क्वाथ 100 ग्राम,Divya Peedantak Kwath 100 Gm,50,26-12-2026,50,23-04-2025,1874.88,1,-10298287.24,0,,6,6,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,33.48,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,SUNFLOWER OIL,PHYSICAL OIL & GHEE,FOOD,14-05-2025,180003036,15121910,1,149.61,149.61,175,0,BR2A250014,21-04-2025,,PI6AAA2526,1795.32,Box,5,44.88,44.88,0,KANHA JI DISTRIBUTORS,FORTIFIED SUNFLOWER OIL 1 LTR (P) - T,फोर्टिफाइड सूरजमुखी तेल 1 लीटर,FORTIFIED  SUNFLOWER OIL 1 LTR (P) - T,12,16-01-2026,12,23-04-2025,1885.09,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,149.61,Main Warehouse,ktm,0,0,0,0,0
Non-Open,PAL AK,PAL AK,,SHIKAKAI POWDER,EXCLUSIVE RETAIL,NON FOOD,14-05-2025,9954000384,12119029,1,43.65,43.65,55,0,ABNZ250006,18-03-2025,,PI6AAA2526,1047.6,Carton,5,26.19,26.19,0,KANHA JI DISTRIBUTORS,SHIKAKAI POWDER 100 G,शिकाकाई पाउडर 100 ग्राम,SHIKAKAI POWDER 100 G,24,18-03-2027,24,23-04-2025,1099.98,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,43.65,Main Warehouse,ktm,0,0,0,0,0
Open,PAL AK,PAL AK,,ATTA,FLOUR & SUGAR,FOOD,14-05-2025,180002754,11010000,1,213.55,213.55,250,34.17,PDV5250017,13-03-2025,,PI6AAA2526,1674.23,Box,5,41.86,41.86,0,KANHA JI DISTRIBUTORS,TRADITIONAL WHOLE WHEAT ATTA 5 KG,पारंपरिक गेहूं का आटा 5 किग्रा,TRADITIONAL WHOLE WHEAT ATTA 5 KG,8,11-07-2025,8,23-04-2025,1757.94,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI459AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,209.28,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO4AAA2526,RICE,RICE/PULSES/SPICES,FOOD,14-05-2025,9955000055,10063020,1,93.66,93.66,140,0,E7E2500001,09-01-2025,,PI7AAA2526,1873.2,Carton,5,46.83,46.83,0,KANHA JI DISTRIBUTORS,BROWN BASMATI RICE POUCH 1 KG,भूरा बासमती चावल पाउच 1 किग्रा,BROWN BASMATI RICE POUCH 1 KG,20,30-12-2026,20,08-05-2025,1966.86,1,-10298287.24,0,,2.5,2.5,0,0,0,0,0,PATANJALI STORE,TI724AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,93.66,Main Warehouse,ktm,0,0,0,0,0
Open,,,PO4AAA2526,KESH KANTI SHAMPOO,HAIR CARE,NON FOOD,14-05-2025,180026216,33051090,1,73.37,73.37,120,0,AAWT250004,03-04-2025,,PI7AAA2526,2641.32,Carton,18,237.72,237.72,0,KANHA JI DISTRIBUTORS,KESH KANTI ADV. H.H. EXPERT SHAMPO-100ML,केश कान्ति एडवांस हेयर एक्सपर्ट शैम्पू 100 मि.ली.,KESH KANTI ADV. H.H. EXPERT SHAMPO-100ML,36,03-04-2027,36,08-05-2025,3116.76,1,-10298287.24,0,,9,9,0,0,0,0,0,PATANJALI STORE,TI724AAA2526,100060,5,05AAECK5765H1ZE,,500875,0,0,86.32,Main Warehouse,ktm,0,0,0,0,0
