180002812,36.88,BADAM PAK 250 G,बादाम पाक 250 ग्राम,BADAM PAK 250 G,04-01-2026,0.25,0,04-04-2024,05-01-2024,24,6,102.44,ktm,102.44,FOOD,10-04-2024,,,PCS,100060,,6,TI54AAA2425,5,0,102.44,0,0,Main Warehouse,6,0,ACX2400001,Open,JUICES & NATURAL BEVERAGES,0,PI2AAA2425,PATANJALI STORE,,36.88,0,688.4,05AAECK5765H1ZE,-10298287.24,12,0,,30049011,,0,614.64,BADAM PAK,6,145,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002813,69.94,BADAM PAK 500 G,बादाम पाक 500 ग्राम,BADAM PAK 500 G,08-02-2026,0.5,0,04-04-2024,19-02-2024,12,6,194.28,ktm,194.28,FOOD,10-04-2024,,,PCS,100060,,6,TI54AAA2425,5,0,194.28,0,0,Main Warehouse,6,0,ACY2400003,Open,JUICES & NATURAL BEVERAGES,0,PI2AAA2425,PATANJALI STORE,,69.94,0,1305.56,05AAECK5765H1ZE,-10298287.24,12,0,,30049011,,0,1165.68,BADAM PAK,6,275,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
82259,19.69,DIVYA DHARA 10 ML (800 PC),दिव्य धारा 10 मि.ली. (800 नग),DIVYA DHARA 10 ML (800 PC),22-11-2026,0.01,0,04-04-2024,08-12-2023,800,10,32.81,ktm,33.48,FOOD,10-04-2024,,,PCS,100060,,6,TI54AAA2425,5,0,32.81,0,0,Main Warehouse,6,0,ADYD230046,Open,JUICES & NATURAL BEVERAGES,0,PI2AAA2425,PATANJALI STORE,,19.69,0,367.47,05AAECK5765H1ZE,-10298287.24,12,0,,30049011,,0,328.1,MEDICINE,10,45,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
73325,31.76,KESH KANTI ADVANCE H.HAIR EXPERTOIL 30ML,केश कान्ति एडवांस हेयर एक्सपर्ट ऑयल 30 मि.ली.,KESH KANTI ADVANCE H.HAIR EXPERTOIL 30ML,26-12-2025,0.13,62.27,04-04-2024,27-12-2023,48,6,69.19,ktm,69.19,NON FOOD,10-04-2024,,,PCS,100060,,9,TI54AAA2425,5,0,69.19,0,0,Main Warehouse,9,0,AAUK230011,Open,NATURAL PERSONAL CARE,0,PI2AAA2425,PATANJALI STORE,,31.76,0,416.38,05AAECK5765H1ZE,-10298287.24,18,0,,33059019,,0,352.87,KK HAIR OIL,6,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
73867,142.94,MOISTURIZER CREAM-50 G,मॉइस्चराइज़र क्रीम 50 ग्राम,MOISTURIZER CREAM-50 G,03-01-2026,0.33,138.11,04-04-2024,04-01-2024,72,24,71.93,ktm,71.93,NON FOOD,10-04-2024,,,PCS,100060,,9,TI54AAA2425,5,0,71.93,0,0,Main Warehouse,9,0,ABHI240001,Open,NATURAL PERSONAL CARE,0,PI2AAA2425,PATANJALI STORE,,142.94,0,1874.08,05AAECK5765H1ZE,-10298287.24,18,0,,33049930,,0,1588.21,SKIN CARE,24,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70242,145.61,SAUNDARYA FACE WASH 100 G,सौंदर्य फेस वॉश 100 ग्राम,SAUNDARYA FACE WASH 100 G,13-01-2026,0.25,179.75,04-04-2024,24-01-2024,96,24,74.9,ktm,74.9,NON FOOD,10-04-2024,,,PCS,100060,,9,TI54AAA2425,5,0,74.9,0,0,Main Warehouse,9,0,ANT2400006,Open,NATURAL PERSONAL CARE,0,PI2AAA2425,PATANJALI STORE,,145.61,0,1909.06,05AAECK5765H1ZE,-10298287.24,18,0,,34013090,,0,1617.85,FACE WASH,24,105,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81921,46.07,ROGHAN BADAM SHIRIN - 150 ML - T,रोगन बादाम शिरीन 150 मि.ली.,ROGHAN BADAM SHIRIN - 150 ML - T,09-10-2026,0.11,257.14,04-04-2024,25-10-2023,54,6,350,ktm,357.14,NON FOOD,10-04-2024,,,PCS,100060,,2.5,TI54AAA2425,5,0,350,0,0,Main Warehouse,2.5,0,BRBS230030,Open,NATURAL PERSONAL CARE,0,PI2AAA2425,PATANJALI STORE,,46.07,0,1935,05AAECK5765H1ZE,-10298287.24,5,0,,30049011,,0,1842.86,BADAM ROGHAN,6,450,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81920,38.91,ROGHAN BADAM SHIRIN - 60 ML - T,रोगन बादाम शिरीन 60 मि.ली.,ROGHAN BADAM SHIRIN - 60 ML - T,04-11-2026,0.13,217.14,04-04-2024,20-11-2023,90,12,147.78,ktm,150.8,NON FOOD,10-04-2024,,,PCS,100060,,2.5,TI54AAA2425,5,0,147.78,0,0,Main Warehouse,2.5,0,BRBS230034,Open,NATURAL PERSONAL CARE,0,PI2AAA2425,PATANJALI STORE,,38.91,0,1634.03,05AAECK5765H1ZE,-10298287.24,5,0,,30049011,,0,1556.22,BADAM ROGHAN,12,190,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81555,21.83,Punarnavadi Mandoor 60 Tab,पुनर्नवादि मांडूर 60 टैबलेट,Punarnavadi Mandoor 60 Tab,24-11-2033,0.05,0,04-04-2024,16-01-2024,400,20,43.65,ktm,43.65,PHARMACY,10-04-2024,,,PCS,100060,,2.5,TI54AAA2425,5,0,43.65,0,0,Main Warehouse,2.5,0,BPNM240008,Non-Open,MEDICINES,0,PI2AAA2425,PATANJALI STORE,,21.83,0,916.65,05AAECK5765H1ZE,-10298287.24,5,0,,30049011,,0,873,VATI & GUGGAL,20,55,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81094,218.75,DIVYA MEDHA VATI EX.POWER 30X4 TAB,दिव्य मेधा वटी एक्स्ट्रा पावर 30×4 टैबलेट,DIVYA MEDHA VATI EX.POWER 30X4 TAB,04-02-2029,0.13,0,04-04-2024,02-03-2024,160,20,182.29,ktm,186.01,FOOD,10-04-2024,,,PCS,100060,,6,TI54AAA2425,5,0,182.29,0,0,Main Warehouse,6,0,BMDE240019,Open,JUICES & NATURAL BEVERAGES,0,PI2AAA2425,PATANJALI STORE,,218.75,0,4083.3,05AAECK5765H1ZE,-10298287.24,12,0,,30049011,,0,3645.8,MEDICINE,20,250,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180022361,43.78,TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),पारंपरिक गेहूं का आटा 10 किग्रा (यूके),TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),15-06-2024,1,0,10-04-2024,16-02-2024,5,1,350.22,ktm,350.22,FOOD,12-04-2024,,,Box,100060,,2.5,TI182AAA2425,5,0,350.22,0,0,Main Warehouse,2.5,0,PDBKP24005,Open,FLOUR & SUGAR,0,PI3AAA2425,PATANJALI STORE,,43.78,0,1838.66,05AAECK5765H1ZE,-10298287.24,5,0,,11010000,,0,1751.1,ATTA,5,410,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002937,125.3,MAKHANA 250 GM,मखाना 250 ग्राम,MAKHANA 250 GM,09-01-2025,1,0,10-04-2024,15-03-2024,16,1,313.26,ktm,313.26,FOOD,12-04-2024,,,Box,100060,,2.5,TI182AAA2425,5,0,313.26,0,0,Main Warehouse,2.5,0,AALI240021,Open,FLOUR & SUGAR,0,PI3AAA2425,PATANJALI STORE,,125.3,0,5262.77,05AAECK5765H1ZE,-10298287.24,5,0,,8029000,,0,5012.16,DRY FRUITS,16,370,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002751,19.08,SOOJI - 500 GM,सूजी 500 ग्राम,SOOJI - 500 GM,25-07-2024,1,57.44,10-04-2024,27-03-2024,30,1,27.35,ktm,27.35,FOOD,12-04-2024,,,Box,100060,,2.5,TI182AAA2425,5,0,27.35,0,0,Main Warehouse,2.5,0,PDR8240019,Open,FLOUR & SUGAR,0,PI3AAA2425,PATANJALI STORE,,19.08,0,801.21,05AAECK5765H1ZE,-10298287.24,5,0,,11010000,,0,763.06,SUJI,30,35,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002965,32.07,RICE BRAN OIL 1 LTR (P),चावल की भूसी का तेल 1 लीटर,RICE BRAN OIL 1 LTR (P),26-12-2024,1,0,10-04-2024,31-03-2024,12,1,106.89,ktm,106.89,FOOD,12-04-2024,,,Box,100060,,2.5,TI182AAA2425,5,0,106.89,0,0,Main Warehouse,2.5,0,ORE2400025,Open,PHYSICAL OIL & GHEE,0,PI3AAA2425,PATANJALI STORE,,32.07,0,1346.81,05AAECK5765H1ZE,-10298287.24,5,0,,15159040,,0,1282.68,RICE BRAN OIL,12,125,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005521,32.22,NAMKEEN BISCUIT 70G,नमकीन बिस्किट 70 ग्राम,NAMKEEN BISCUIT 70G,04-09-2024,1,0,10-04-2024,08-03-2024,50,1,7.16,ktm,7.16,BISCUIT & CONFFECTIONARY,12-04-2024,,,Box,100060,,9,TI182AAA2425,5,0,7.16,0,0,Main Warehouse,9,0,CC24/BP1,Open,BISCUIT & CONFFECTIONARY,0,PI3AAA2425,PATANJALI STORE,,32.22,0,422.44,05AAECK5765H1ZE,-10298287.24,18,0,,19059020,,0,358,BISCUITS,50,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
80836,47.18,GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,GONYLE FLOOR CLEANER - 1 LTR,03-03-2025,1,74.9,10-04-2024,08-03-2024,12,1,49.93,ktm,49.93,NON FOOD,12-04-2024,,,Carton,100060,,9,TI182AAA2425,5,0,49.93,0,0,Main Warehouse,9,0,0629/23-24,Open,HOME CARE,0,PI3AAA2425,PATANJALI STORE,,47.18,0,618.63,05AAECK5765H1ZE,-10298287.24,18,0,,38084000,,0,524.26,GONYLE,12,70,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150001571,475.68,COW GHEE 1L WITH ASTHA GOLDEN DHOOP 16N,गाय का घी 1 लीटर + आस्था गोल्डन धूप 16 नग,COW GHEE 1L WITH ASTHA GOLDEN DHOOP 16N,06-12-2024,1,203.28,10-04-2024,11-03-2024,15,1,542.09,ktm,542.09,FOOD,12-04-2024,,,Carton,100060,,6,TI182AAA2425,5,0,542.09,0,0,Main Warehouse,6,0,FBRI240018,Open,PHYSICAL OIL & GHEE,0,PI3AAA2425,PATANJALI STORE,,475.68,0,8879.43,05AAECK5765H1ZE,-10298287.24,12,0,,4059020,,0,7928.07,GHEE,15,665,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
73949,317.58,KESH KANTI ADV.H.HAIR EXPERTOIL-30ML T.O,केश कान्ति एडवांस हेयर एक्सपर्ट ऑयल 30 मि.ली. (ट्रेड ऑफर),KESH KANTI ADV.H.HAIR EXPERTOIL-30ML T.O,27-03-2026,1,622.72,10-04-2024,27-03-2024,60,1,69.19,ktm,69.19,NON FOOD,12-04-2024,,,Carton,100060,,9,TI182AAA2425,5,0,69.19,0,0,Main Warehouse,9,0,ABHX240003,Open,NATURAL PERSONAL CARE,0,PI3AAA2425,PATANJALI STORE,,317.58,0,4163.84,05AAECK5765H1ZE,-10298287.24,18,0,,33059019,,0,3528.68,KK HAIR OIL,60,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
73770,147.91,SAUNDARYA ALOEVERA GEL 150MLB2G1 GEL F.W,सौंदर्य एलोवेरा जेल 150 मि.ली. (खरीदो 2 पाओ 1),SAUNDARYA ALOEVERA GEL 150MLB2G1 GEL F.W,19-08-2025,0.4,68.48,10-04-2024,26-02-2024,30,12,142.66,ktm,142.66,NON FOOD,12-04-2024,DIVYA,,PCS,100060,,9,TI183AAA2425,5,0,142.66,0,0,Main Warehouse,9,0,ABEC240057,Open,NATURAL PERSONAL CARE,0,PI4AAA2425,PATANJALI STORE,,147.91,0,1939.26,05AAECK5765H1ZE,-10298287.24,18,0,DIVYA,33049990,,0,1643.44,ALOEVERA GEL,12,200,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
82060,42.16,K.K. COLOR DARK BROWN (CREAM & DEV)-T,के.के. कलर गाढ़ा भूरा (क्रीम एवं डेवलपर),K.K. COLOR DARK BROWN (CREAM & DEV)-T,24-02-2025,0.33,0,10-04-2024,01-03-2024,60,20,23.42,ktm,23.42,NON FOOD,12-04-2024,DIVYA,,PCS,100060,,9,TI183AAA2425,5,0,23.42,0,0,Main Warehouse,9,0,ACDD240008,Open,NATURAL PERSONAL CARE,0,PI4AAA2425,PATANJALI STORE,,42.16,0,552.71,05AAECK5765H1ZE,-10298287.24,18,0,DIVYA,33059090,,0,468.4,HERBAL MEHANDI & COLOUR,20,35,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
70020,212.62,SUN SCREEN CREAM SPF30- 50GM,सनस्क्रीन क्रीम SPF 30 - 50 ग्राम,SUN SCREEN CREAM SPF30- 50GM,13-03-2026,0.38,205.43,10-04-2024,23-03-2024,96,36,71.33,ktm,71.33,NON FOOD,12-04-2024,DIVYA,,PCS,100060,,9,TI183AAA2425,5,0,71.33,0,0,Main Warehouse,9,0,AJW2400003,Open,NATURAL PERSONAL CARE,0,PI4AAA2425,PATANJALI STORE,,212.62,0,2787.69,05AAECK5765H1ZE,-10298287.24,18,0,DIVYA,33049910,,0,2362.45,SKIN CARE,36,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
82900,35,DIVYA KANTHAMRIT CHEWABLE TABLET 40 N -T,दिव्य कंठामृत चबाने योग्य टैबलेट 40 नग,DIVYA KANTHAMRIT CHEWABLE TABLET 40 N -T,17-01-2027,0.05,0,10-04-2024,02-02-2024,400,20,29.17,ktm,29.77,FOOD,12-04-2024,DIVYA,,PCS,100060,,6,TI183AAA2425,5,0,29.17,0,0,Main Warehouse,6,0,ADKT240007,Open,JUICES & NATURAL BEVERAGES,0,PI4AAA2425,PATANJALI STORE,,35,0,653.41,05AAECK5765H1ZE,-10298287.24,12,0,DIVYA,30049011,,0,583.4,MEDICINE,20,40,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
82940,65.63,DIVYA KANTHAMRIT CHEWABLE TABLET 80 N -T,दिव्य कंठामृत चबाने योग्य टैबलेट 80 नग,DIVYA KANTHAMRIT CHEWABLE TABLET 80 N -T,05-01-2027,0.1,0,10-04-2024,21-01-2024,200,20,54.69,ktm,55.81,FOOD,12-04-2024,DIVYA,,PCS,100060,,6,TI183AAA2425,5,0,54.69,0,0,Main Warehouse,6,0,ADKT240006,Open,JUICES & NATURAL BEVERAGES,0,PI4AAA2425,PATANJALI STORE,,65.63,0,1225.06,05AAECK5765H1ZE,-10298287.24,12,0,DIVYA,30049011,,0,1093.8,MEDICINE,20,75,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81096,196.87,DIVYA MUKTA VATI EXTRA POWER 30X4 TAB,दिव्य मुक्तावटी एक्स्ट्रा पावर 30,DIVYA MUKTA VATI EXTRA POWER 30X4 TAB,07-02-2029,0.13,0,10-04-2024,05-03-2024,160,20,164.06,ktm,167.41,FOOD,12-04-2024,DIVYA,,PCS,100060,,6,TI183AAA2425,5,0,164.06,0,0,Main Warehouse,6,0,AMUE240029,Open,JUICES & NATURAL BEVERAGES,0,PI4AAA2425,PATANJALI STORE,,196.87,0,3674.94,05AAECK5765H1ZE,-10298287.24,12,0,DIVYA,30049011,,0,3281.2,MEDICINE,20,225,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81101,17.07,Chandraprabha Vati 40 Tab,चंद्रप्रभा वटी 40 टैबलेट,Chandraprabha Vati 40 Tab,20-12-2028,0.05,0,10-04-2024,16-01-2024,400,20,34.13,ktm,34.13,FOOD,12-04-2024,DIVYA,,PCS,100060,,2.5,TI183AAA2425,5,0,34.13,0,0,Main Warehouse,2.5,0,BCPV240008,Open,JUICES & NATURAL BEVERAGES,0,PI4AAA2425,PATANJALI STORE,,17.07,0,716.73,05AAECK5765H1ZE,-10298287.24,5,0,DIVYA,30049011,,0,682.6,MEDICINE,20,43,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
3041,15.88,Gokshuradi Guggul 40 Tab,गोक्षुरादि गुग्गुल 40 टैबलेट,Gokshuradi Guggul 40 Tab,21-10-2028,0.05,0,10-04-2024,17-11-2023,400,20,31.75,ktm,31.75,PHARMACY,12-04-2024,DIVYA,,PCS,100060,,2.5,TI183AAA2425,5,0,31.75,0,0,Main Warehouse,2.5,0,BGKG230068,Non-Open,MEDICINES,0,PI4AAA2425,PATANJALI STORE,,15.88,0,666.75,05AAECK5765H1ZE,-10298287.24,5,0,DIVYA,30049011,,0,635,VATI & GUGGAL,20,40,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
80553,24.8,Arjun Kwath 100 Gm,अर्जुन क्वाथ 100 ग्राम,Arjun Kwath 100 Gm,25-01-2026,1,0,10-04-2024,05-02-2024,50,1,19.84,ktm,19.84,PHARMACY,12-04-2024,DIVYA,,Carton,100060,,2.5,TI183AAA2425,5,0,19.84,0,0,Main Warehouse,2.5,0,AARK240027,Non-Open,MEDICINES,0,PI4AAA2425,PATANJALI STORE,,24.8,0,1041.6,05AAECK5765H1ZE,-10298287.24,5,0,DIVYA,30049011,,0,992,ASAV & KWATH,50,25,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
73394,5.14,AASTHA BOUQUET CONE DHOOP - 200 GM,आस्था बुके कोन धूप 200 ग्राम,AASTHA BOUQUET CONE DHOOP - 200 GM,27-01-2026,0.08,0,20-04-2024,07-02-2024,36,3,68.53,ktm,68.53,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,2.5,TI30031AAA2425,5,0,68.53,0,0,Main Warehouse,2.5,0,AAWA240005,Open,DRY DHOOP,0,PI5AAA2425,PATANJALI STORE,,5.14,0,215.87,05AELPS3782C1ZD,272070,5,0,,33074100,,0,205.59,CONE-JAR-200,3,120,0,DEEPAK TRADERS,500875,0,0,0,16.12,20
73394,5.14,AASTHA BOUQUET CONE DHOOP - 200 GM,आस्था बुके कोन धूप 200 ग्राम,AASTHA BOUQUET CONE DHOOP - 200 GM,08-03-2026,0.08,0,20-04-2024,18-03-2024,36,3,68.53,ktm,68.53,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,2.5,TI30031AAA2425,5,0,68.53,0,0,Main Warehouse,2.5,0,AAWA240012,Open,DRY DHOOP,0,PI5AAA2425,PATANJALI STORE,,5.14,0,215.87,05AELPS3782C1ZD,272070,5,0,,33074100,,0,205.59,CONE-JAR-200,3,120,0,DEEPAK TRADERS,500875,0,0,0,16.12,20
73392,6.85,AASTHA CHAMPA CONE DHOOP - 200 GM,आस्था चंपा कोन धूप 200 ग्राम,AASTHA CHAMPA CONE DHOOP - 200 GM,28-02-2026,0.11,0,20-04-2024,10-03-2024,36,4,68.53,ktm,68.53,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,2.5,TI30031AAA2425,5,0,68.53,0,0,Main Warehouse,2.5,0,AAUX240010,Open,DRY DHOOP,0,PI5AAA2425,PATANJALI STORE,,6.85,0,287.83,05AELPS3782C1ZD,272070,5,0,,33074100,,0,274.12,CONE-JAR-200,4,120,0,DEEPAK TRADERS,500875,0,0,0,16.12,20
70503,99.95,AASTHA CAMPHOR 25 GM,आस्था कपूर 25 ग्राम,AASTHA CAMPHOR 25 GM,04-09-2033,0.13,0,20-04-2024,27-10-2023,288,36,30.85,ktm,30.85,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,9,TI30031AAA2425,5,0,30.85,0,0,Main Warehouse,9,0,A9D2300073,Open,CAMPHOR,0,PI5AAA2425,PATANJALI STORE,,99.95,0,1310.51,05AELPS3782C1ZD,272070,18,0,,29142922,,0,1110.6,CAMPHOR-25 GM,36,60,0,DEEPAK TRADERS,500875,0,0,0,6.82,19
73884,7.06,AASTHA ROSE DRY DHOOP STICK-200 G,आस्था गुलाब ड्राई धूप स्टिक 200 ग्राम,AASTHA ROSE DRY DHOOP STICK-200 G,19-01-2026,0.08,0,20-04-2024,30-01-2024,48,4,70.55,ktm,70.55,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,2.5,TI30031AAA2425,5,0,70.55,0,0,Main Warehouse,2.5,0,ABHP240003,Open,DRY DHOOP,0,PI5AAA2425,PATANJALI STORE,,7.06,0,296.31,05AELPS3782C1ZD,272070,5,0,,33074100,,0,282.2,DRYSTICK-JAR-200 GM,4,120,0,DEEPAK TRADERS,500875,0,0,0,0,0
71654,3.53,AASTHA SPECIAL ROSE DHOOP -10 N,आस्था स्पेशल गुलाब धूप 10 नग,AASTHA SPECIAL ROSE DHOOP -10 N,12-01-2026,0.06,0,20-04-2024,23-01-2024,432,24,5.88,ktm,5.88,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,2.5,TI30031AAA2425,5,0,5.88,0,0,Main Warehouse,2.5,0,AABL240001,Open,DHOOP,0,PI5AAA2425,PATANJALI STORE,,3.53,0,148.18,05AELPS3782C1ZD,272070,5,0,,33074100,,0,141.12,10 STICK-WET,24,10,0,DEEPAK TRADERS,500875,0,0,0,0,0
71654,1.76,AASTHA SPECIAL ROSE DHOOP -10 N,आस्था स्पेशल गुलाब धूप 10 नग,AASTHA SPECIAL ROSE DHOOP -10 N,23-02-2026,0.03,0,20-04-2024,05-03-2024,432,12,5.88,ktm,5.88,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,2.5,TI30031AAA2425,5,0,5.88,0,0,Main Warehouse,2.5,0,AABL240009,Open,DHOOP,0,PI5AAA2425,PATANJALI STORE,,1.76,0,74.09,05AELPS3782C1ZD,272070,5,0,,33074100,,0,70.56,10 STICK-WET,12,10,0,DEEPAK TRADERS,500875,0,0,0,0,0
71673,5.29,AASTHA SPECIAL GUGAL DHOOP -10 N,आस्था स्पेशल गुगल धूप 10 नग,AASTHA SPECIAL GUGAL DHOOP -10 N,27-02-2026,0.08,0,20-04-2024,09-03-2024,432,36,5.88,ktm,5.88,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,2.5,TI30031AAA2425,5,0,5.88,0,0,Main Warehouse,2.5,0,AABM240005,Open,DHOOP,0,PI5AAA2425,PATANJALI STORE,,5.29,0,222.26,05AELPS3782C1ZD,272070,5,0,,33074100,,0,211.68,10 STICK-WET,36,10,0,DEEPAK TRADERS,500875,0,0,0,0,0
83663,219.76,AASTHA COWS GHEE 200 ML - T,आस्था गाय का घी 200 मि.ली.,AASTHA COWS GHEE 200 ML - T,28-10-2024,0.5,0,20-04-2024,01-02-2024,60,30,122.09,ktm,122.09,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,6,TI30031AAA2425,5,0,122.09,0,0,Main Warehouse,6,0,NBAI240001,Open,GHEE,0,PI5AAA2425,PATANJALI STORE,,219.76,0,4102.22,05AELPS3782C1ZD,272070,12,0,,4059020,,0,3662.7,GHEE-200 ML,30,150,0,DEEPAK TRADERS,500875,0,0,0,0,0
84066,49.18,AASTHA COWS GHEE 100 ML - T,आस्था गाय का घी 100 मि.ली.,AASTHA COWS GHEE 100 ML - T,28-10-2024,0.25,0,20-04-2024,01-02-2024,48,12,68.31,ktm,68.31,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,6,TI30031AAA2425,5,0,68.31,0,0,Main Warehouse,6,0,NBHO240002,Open,GHEE,0,PI5AAA2425,PATANJALI STORE,,49.18,0,918.09,05AELPS3782C1ZD,272070,12,0,,4059020,,0,819.72,GHEE-100 ML,12,95,0,DEEPAK TRADERS,500875,0,0,0,9.01,12
74155,0,AASTHA LONG COTTONWICK -30 GM,आस्था लंबी रूई बत्ती 30 ग्राम,AASTHA LONG COTTONWICK -30 GM,25-02-2027,0.25,0,20-04-2024,12-03-2024,96,24,29.03,ktm,29.03,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,0,TI30031AAA2425,5,0,29.03,0,0,Main Warehouse,0,0,ABRP240001,Open,COTTON WICKS,0,PI5AAA2425,PATANJALI STORE,,0,0,696.72,05AELPS3782C1ZD,272070,0,0,,59080010,,0,696.72,COTTON WICK - 30 GM,24,40,0,DEEPAK TRADERS,500875,0,0,0,0,0
73885,7.06,AASTHA SANDAL DRY DHOOP STICK-200 G,आस्था चंदन ड्राई धूप स्टिक 200 ग्राम,AASTHA SANDAL DRY DHOOP STICK-200 G,24-02-2026,0.08,0,20-04-2024,06-03-2024,48,4,70.55,ktm,70.55,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,2.5,TI30031AAA2425,5,0,70.55,0,0,Main Warehouse,2.5,0,ABHQ240007,Open,DRY DHOOP,0,PI5AAA2425,PATANJALI STORE,,7.06,0,296.31,05AELPS3782C1ZD,272070,5,0,,33074100,,0,282.2,DRYSTICK-JAR-200 GM,4,120,0,DEEPAK TRADERS,500875,0,0,0,0,0
73886,7.06,AASTHA RAJNIGANDHA DRY DHOOP STICK-200 G,आस्था रजनीगंधा ड्राई धूप स्टिक 200 ग्राम,AASTHA RAJNIGANDHA DRY DHOOP STICK-200 G,21-10-2025,0.08,0,20-04-2024,01-11-2023,48,4,70.55,ktm,70.55,AASTHA DIVISION,24-04-2024,,PO7AAA2425,PCS,110997,,2.5,TI30031AAA2425,5,0,70.55,0,0,Main Warehouse,2.5,0,ABHR230019,Open,DRY DHOOP,0,PI5AAA2425,PATANJALI STORE,,7.06,0,296.31,05AELPS3782C1ZD,272070,5,0,,33074100,,0,282.2,DRYSTICK-JAR-200 GM,4,120,0,DEEPAK TRADERS,500875,0,0,0,0,0
180010053,61.65,RED CHILLI POWDER 100 GM,लाल मिर्च पाउडर 100 ग्राम,RED CHILLI POWDER 100 GM,20-02-2025,1,185.58,02-05-2024,26-02-2024,60,1,44.19,ktm,44.19,FOOD,04-05-2024,PAL AK,,Carton,100060,,2.5,TI622AAA2425,5,0,44.19,0,0,Main Warehouse,2.5,0,ABKC240002,Open,RICE/PULSES/SPICES,0,PI6AAA2425,PATANJALI STORE,,61.65,0,2589.11,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,9109100,,0,2465.82,SPICES,60,65,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000790,82.16,SESAME OIL 1 L (B)-T,तिल का तेल 1 लीटर,SESAME OIL 1 L (B)-T,15-12-2024,1,0,02-05-2024,20-03-2024,12,1,273.88,ktm,273.88,FOOD,04-05-2024,PAL AK,,Carton,100060,,2.5,TI622AAA2425,5,0,273.88,0,0,Main Warehouse,2.5,0,JACQ240021,Open,PHYSICAL OIL & GHEE,0,PI6AAA2425,PATANJALI STORE,,82.16,0,3450.89,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,15155091,,0,3286.56,SESAME OIL,12,340,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
73505,78.64,SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),सुपर डिशवॉश बार ₹10/- (ट्रेड ऑफर फ्री 3 नग),SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),10-04-2027,2,17.83,02-05-2024,10-04-2024,60,2,7.43,ktm,7.43,NON FOOD,04-05-2024,PAL AK,,Carton,100060,,9,TI622AAA2425,5,0,7.43,0,0,Main Warehouse,9,0,AAXY240078,Open,HOME CARE,0,PI6AAA2425,PATANJALI STORE,,78.64,0,1031.05,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,34011941,,0,873.77,DISHWASH,120,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
