item_name,hindi_name,exp_date,invoice_date,mfg_date,quantity,invoice_no,batch_no,supplier_gstin,hsn_code,supplier_name,data_source,Item_Net_Amount,calculated_taxable_amount,calculated_rate,cgst_rate,sgst_rate,igst_rate,total_gst_rate,calculated_cgst_amount,calculated_sgst_amount,calculated_igst_amount,calculated_line_total
AASTHA CAMPHOR 25 GM,आस्था कपूर 25 ग्राम,2033-09-04,2024-04-20,2023-10-27,36,TI30031AAA2425,A9D2300073,05AELPS3782C1ZD,29142922,DEEPAK TRADERS,file1_2024-2025,1310.51,1110.6016949152543,30.850047080979284,9.0,9.0,0,18,99.95415254237288,99.95415254237288,0.0,1310.51
AASTHA ROSE DRY DHOOP STICK-200 G,आस्था गुलाब ड्राई धूप स्टिक 200 ग्राम,2026-01-19,2024-04-20,2024-01-30,4,TI30031AAA2425,ABHP240003,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,296.31,282.2,70.55,2.5,2.5,0,5,7.055,7.055,0.0,296.31
AASTHA SPECIAL ROSE DHOOP -10 N,आस्था स्पेशल गुलाब धूप 10 नग,2026-01-12,2024-04-20,2024-01-23,24,TI30031AAA2425,AABL240001,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,148.18,141.1238095238095,5.88015873015873,2.5,2.5,0,5,3.528095238095238,3.528095238095238,0.0,148.17999999999998
AASTHA SPECIAL ROSE DHOOP -10 N,आस्था स्पेशल गुलाब धूप 10 नग,2026-02-23,2024-04-20,2024-03-05,12,TI30031AAA2425,AABL240009,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,74.09,70.56190476190476,5.88015873015873,2.5,2.5,0,5,1.764047619047619,1.764047619047619,0.0,74.08999999999999
AASTHA SPECIAL GUGAL DHOOP -10 N,आस्था स्पेशल गुगल धूप 10 नग,2026-02-27,2024-04-20,2024-03-09,36,TI30031AAA2425,AABM240005,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,222.26,211.67619047619047,5.87989417989418,2.5,2.5,0,5,5.291904761904761,5.291904761904761,0.0,222.26
AASTHA COWS GHEE 200 ML - T,आस्था गाय का घी 200 मि.ली.,2024-10-28,2024-04-20,2024-02-01,30,TI30031AAA2425,NBAI240001,05AELPS3782C1ZD,4059020,DEEPAK TRADERS,file1_2024-2025,4102.22,3662.6964285714284,122.08988095238095,6.0,6.0,0,12,219.76178571428574,219.76178571428574,0.0,4102.22
AASTHA COWS GHEE 100 ML - T,आस्था गाय का घी 100 मि.ली.,2024-10-28,2024-04-20,2024-02-01,12,TI30031AAA2425,NBHO240002,05AELPS3782C1ZD,4059020,DEEPAK TRADERS,file1_2024-2025,918.09,819.7232142857142,68.31026785714285,6.0,6.0,0,12,49.183392857142856,49.183392857142856,0.0,918.0899999999999
AASTHA LONG COTTONWICK -30 GM,आस्था लंबी रूई बत्ती 30 ग्राम,2027-02-25,2024-04-20,2024-03-12,24,TI30031AAA2425,ABRP240001,05AELPS3782C1ZD,59080010,DEEPAK TRADERS,file1_2024-2025,696.72,696.72,29.03,0.0,0.0,0,0,0.0,0.0,0.0,696.72
AASTHA SANDAL DRY DHOOP STICK-200 G,आस्था चंदन ड्राई धूप स्टिक 200 ग्राम,2026-02-24,2024-04-20,2024-03-06,4,TI30031AAA2425,ABHQ240007,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,296.31,282.2,70.55,2.5,2.5,0,5,7.055,7.055,0.0,296.31
AASTHA RAJNIGANDHA DRY DHOOP STICK-200 G,आस्था रजनीगंधा ड्राई धूप स्टिक 200 ग्राम,2025-10-21,2024-04-20,2023-11-01,4,TI30031AAA2425,ABHR230019,05AELPS3782C1ZD,33074100,DEEPAK TRADERS,file1_2024-2025,296.31,282.2,70.55,2.5,2.5,0,5,7.055,7.055,0.0,296.31
RED CHILLI POWDER 100 GM,लाल मिर्च पाउडर 100 ग्राम,2025-02-20,2024-05-02,2024-02-26,1,TI622AAA2425,ABKC240002,05AAECK5765H1ZE,9109100,KANHA JI DISTRIBUTORS,file1_2024-2025,2589.11,2465.8190476190475,2465.8190476190475,2.5,2.5,0,5,61.64547619047618,61.64547619047618,0.0,2589.1099999999997
SESAME OIL 1 L (B)-T,तिल का तेल 1 लीटर,2024-12-15,2024-05-02,2024-03-20,1,TI622AAA2425,JACQ240021,05AAECK5765H1ZE,15155091,KANHA JI DISTRIBUTORS,file1_2024-2025,3450.89,3286.5619047619043,3286.5619047619043,2.5,2.5,0,5,82.16404761904761,82.16404761904761,0.0,3450.89
SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),सुपर डिशवॉश बार ₹10/- (ट्रेड ऑफर फ्री 3 नग),2027-04-10,2024-05-02,2024-04-10,2,TI622AAA2425,AAXY240078,05AAECK5765H1ZE,34011941,KANHA JI DISTRIBUTORS,file1_2024-2025,1031.05,873.771186440678,436.885593220339,9.0,9.0,0,18,78.63940677966102,78.63940677966102,0.0,1031.05
KESH KANTI HERBAL MEHNDI-150 G,केश कान्ति हर्बल मेहंदी 150 ग्राम,2025-12-13,2024-05-02,2023-12-14,1,TI622AAA2425,ABNV230006,05AAECK5765H1ZE,33059090,KANHA JI DISTRIBUTORS,file1_2024-2025,3004.79,2546.4322033898306,2546.4322033898306,9.0,9.0,0,18,229.17889830508477,229.17889830508477,0.0,3004.79
ALOEVERA JUICE 1 L (FIBRE),एलोवेरा रस (फाइबर युक्त) 1 लीटर,2024-12-27,2024-05-02,2024-04-01,1,TI622AAA2425,PGD2400142,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1754.68,1566.6785714285713,1566.6785714285713,6.0,6.0,0,12,94.00071428571428,94.00071428571428,0.0,1754.68
AMLA JUICE 1 L,आंवला रस 1 लीटर,2025-03-23,2024-05-02,2024-03-28,1,TI622AAA2425,AGH2400080,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1169.83,1044.4910714285713,1044.4910714285713,6.0,6.0,0,12,62.66946428571428,62.66946428571428,0.0,1169.8299999999997
AMLA ALOEVERA JUICE WHEAT GRASS 500ML,आंवला-एलोवेरा रस गेहूं घास युक्त 500 मि.ली.,2025-03-16,2024-05-02,2024-03-16,1,TI622AAA2425,ARW2400015,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,949.54,847.8035714285713,847.8035714285713,6.0,6.0,0,12,50.868214285714274,50.868214285714274,0.0,949.54
TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),पारंपरिक गेहूं का आटा 5 किग्रा (यूके),2024-07-16,2024-05-02,2024-03-18,1,TI622AAA2425,PDBKQ24006,05AAECK5765H1ZE,11010000,KANHA JI DISTRIBUTORS,file1_2024-2025,1542.66,1469.2,1469.2,2.5,2.5,0,5,36.73,36.73,0.0,1542.66
TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),पारंपरिक गेहूं का आटा 10 किग्रा (यूके),2024-06-15,2024-05-02,2024-02-16,1,TI622AAA2425,PDBKP24005,05AAECK5765H1ZE,11010000,KANHA JI DISTRIBUTORS,file1_2024-2025,1838.66,1751.104761904762,1751.104761904762,2.5,2.5,0,5,43.77761904761905,43.77761904761905,0.0,1838.66
DIVYA ABHYARISHTA 450ML,दिव्य अभयारिष्ट 450 मि.ली.,2034-02-28,2024-05-02,2024-03-02,1,TI622AAA2425,ABY240012,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1933.35,1841.2857142857142,1841.2857142857142,2.5,2.5,0,5,46.03214285714285,46.03214285714285,0.0,1933.35
ATTA NOODLES DESI MASALA 60 GM (96 PC)-T,आटा नूडल्स देसी मसाला 60 ग्राम (96 नग),2024-12-28,2024-05-02,2024-04-02,1,TI622AAA2425,DM020424,05AAECK5765H1ZE,19022090,KANHA JI DISTRIBUTORS,file1_2024-2025,917.15,818.8839285714284,818.8839285714284,6.0,6.0,0,12,49.133035714285704,49.133035714285704,0.0,917.1499999999999
DALIA 500 G,दलिया 500 ग्राम,2024-07-16,2024-05-02,2024-03-18,1,TI622AAA2425,PDCS240084,05AAECK5765H1ZE,11031900,KANHA JI DISTRIBUTORS,file1_2024-2025,761.36,725.1047619047619,725.1047619047619,2.5,2.5,0,5,18.127619047619046,18.127619047619046,0.0,761.36
NARIYAL BISCUIT 75 GM,नारियल बिस्किट 75 ग्राम,2024-10-05,2024-05-02,2024-04-08,1,TI622AAA2425,DC24/AV9,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,844.88,716.0,716.0,9.0,9.0,0,18,64.44,64.44,0.0,844.8800000000001
DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),2024-10-05,2024-05-02,2024-04-08,1,TI622AAA2425,DC24/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,844.88,716.0,716.0,9.0,9.0,0,18,64.44,64.44,0.0,844.8800000000001
DOODH BISCUIT 70 GM (100 PC),दूध बिस्किट 70 ग्राम (100 नग),2024-10-09,2024-05-02,2024-04-12,1,TI622AAA2425,DG24/AV9,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,844.88,716.0,716.0,9.0,9.0,0,18,64.44,64.44,0.0,844.8800000000001
NAMKEEN BISCUIT 35 GM,नमकीन बिस्किट 35 ग्राम,2024-09-06,2024-05-02,2024-03-10,1,TI622AAA2425,CC24/BP1,05AAECK5765H1ZE,19059020,KANHA JI DISTRIBUTORS,file1_2024-2025,422.44,358.0,358.0,9.0,9.0,0,18,32.22,32.22,0.0,422.44000000000005
CREAMFEAST CHOCO BISCUIT 35 GM,क्रीमफीस्ट चोको बिस्किट 35 ग्राम,2024-09-14,2024-05-02,2024-03-18,1,TI622AAA2425,CL24/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,584.52,495.35593220338984,495.35593220338984,9.0,9.0,0,18,44.58203389830509,44.58203389830509,0.0,584.52
CREAMFEAST ELAICHI BISCUIT 35 GM,क्रीमफीस्ट इलायची बिस्किट 35 ग्राम,2024-10-02,2024-05-02,2024-04-05,1,TI622AAA2425,D524/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,584.52,495.35593220338984,495.35593220338984,9.0,9.0,0,18,44.58203389830509,44.58203389830509,0.0,584.52
HIGH KICK KRACKER BISCUIT 66.6GM,हाई किक क्रैकर बिस्किट 66.6 ग्राम,2024-09-30,2024-05-02,2024-04-03,1,TI622AAA2425,DD24/BP1,05AAECK5765H1ZE,19059020,KANHA JI DISTRIBUTORS,file1_2024-2025,506.93,429.60169491525426,429.60169491525426,9.0,9.0,0,18,38.66415254237288,38.66415254237288,0.0,506.93000000000006
MARIE BISCUIT 75 GM (48 PC),मैरी बिस्किट 75 ग्राम (48 नग),2024-10-09,2024-05-02,2024-04-12,1,TI622AAA2425,DG24/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,405.54,343.67796610169495,343.67796610169495,9.0,9.0,0,18,30.931016949152546,30.931016949152546,0.0,405.54
JEERA BISCUIT 70 GM,जीरा बिस्किट 70 ग्राम,2024-10-07,2024-05-02,2024-04-10,1,TI622AAA2425,DE24/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,608.31,515.5169491525423,515.5169491525423,9.0,9.0,0,18,46.39652542372881,46.39652542372881,0.0,608.31
CRUNCHY COCONUT COOKIES 40 GM,क्रंची कोकोनट कुकीज़ 40 ग्राम,2024-09-07,2024-05-02,2024-03-11,1,TI622AAA2425,CF24/BP1,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,584.52,495.35593220338984,495.35593220338984,9.0,9.0,0,18,44.58203389830509,44.58203389830509,0.0,584.52
ATTA NOODLES YUMMY MASALA 60 GM (96PC)-T,आटा नूडल्स यम्मी मसाला 60 ग्राम (96 नग),2024-12-02,2024-05-02,2024-03-07,1,TI622AAA2425,YM070324,05AAECK5765H1ZE,19022090,KANHA JI DISTRIBUTORS,file1_2024-2025,917.15,818.8839285714284,818.8839285714284,6.0,6.0,0,12,49.133035714285704,49.133035714285704,0.0,917.1499999999999
SUJI ELAICHI RUSK 300 GM - T,सूजी इलायची रस्क 300 ग्राम,2024-08-14,2024-05-02,2024-03-17,1,TI622AAA2425,CL24/SG,05AAECK5765H1ZE,19054000,KANHA JI DISTRIBUTORS,file1_2024-2025,1019.59,971.0380952380953,971.0380952380953,2.5,2.5,0,5,24.27595238095238,24.27595238095238,0.0,1019.59
ALOEVERA KANTI BODY CLEANSER-45G(216U),एलोवेरा कान्ति बॉडी क्लीन्ज़र 45 ग्राम (216 नग),2026-01-22,2024-05-02,2024-01-23,1,TI622AAA2425,AAVU240003,05AAECK5765H1ZE,34011941,KANHA JI DISTRIBUTORS,file1_2024-2025,1780.17,1508.6186440677968,1508.6186440677968,9.0,9.0,0,18,135.7756779661017,135.7756779661017,0.0,1780.1700000000003
COCONUT OIL 200 ML (J),नारियल तेल 200 मि.ली.,2025-04-28,2024-05-02,2024-02-03,1,TI622AAA2425,AAU2400005,05AAECK5765H1ZE,15131900,KANHA JI DISTRIBUTORS,file1_2024-2025,2003.66,1908.247619047619,1908.247619047619,2.5,2.5,0,5,47.70619047619048,47.70619047619048,0.0,2003.6599999999999
CORIANDER POWDER 200 GM,धनिया पाउडर 200 ग्राम,2025-02-28,2024-05-02,2024-03-05,1,TI622AAA2425,AJE2400006,05AAECK5765H1ZE,9092200,KANHA JI DISTRIBUTORS,file1_2024-2025,1194.95,1138.047619047619,1138.047619047619,2.5,2.5,0,5,28.451190476190476,28.451190476190476,0.0,1194.95
BANDHANI HING 50 GM (NEW) - T,बंधनी हींग 50 ग्राम (नया),2025-08-12,2024-05-02,2024-02-19,12,TI623AAA2425,CASY240008,05AAECK5765H1ZE,13019013,KANHA JI DISTRIBUTORS,file1_2024-2025,1097.08,1044.838095238095,87.06984126984126,2.5,2.5,0,5,26.120952380952374,26.120952380952374,0.0,1097.0799999999997
COWS WHOLE MILK POWDER 500-GM,गाय का पूर्ण दूध पाउडर 500 ग्राम,2024-10-07,2024-05-02,2024-04-10,12,TI623AAA2425,BLB2400007,05AAECK5765H1ZE,4021090,KANHA JI DISTRIBUTORS,file1_2024-2025,2385.18,2271.6,189.29999999999998,2.5,2.5,0,5,56.79,56.79,0.0,2385.18
ALOEVERA GEL FACE WASH 60 ML,एलोवेरा जेल फेस वॉश 60 मि.ली.,2025-11-18,2024-05-02,2023-11-29,36,TI623AAA2425,AATK230034,05AAECK5765H1ZE,34013090,KANHA JI DISTRIBUTORS,file1_2024-2025,1908.92,1617.7288135593221,44.93691148775895,9.0,9.0,0,18,145.595593220339,145.595593220339,0.0,1908.92
Divya Arshkalp Vati 40 Tab,दिव्य अर्शकल्प वटी 40 टैबलेट,2027-01-05,2024-05-02,2024-01-21,20,TI623AAA2425,BAKV240016,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,749.95,669.5982142857142,33.47991071428571,6.0,6.0,0,12,40.175892857142856,40.175892857142856,0.0,749.9499999999998
VIRGIN COCONUT OIL 500 ML (B) - T,वर्जिन नारियल तेल 500 मि.ली.,2025-06-04,2024-05-02,2024-03-11,6,TI623AAA2425,C9G2400002,05AAECK5765H1ZE,15131900,KANHA JI DISTRIBUTORS,file1_2024-2025,1471.68,1401.6,233.6,2.5,2.5,0,5,35.04,35.04,0.0,1471.6799999999998
Vriddhivadhika Vati 80 Tab,वृद्धिवाधिक वटी 80 टैबलेट,2028-11-08,2024-05-02,2023-12-05,20,TI623AAA2425,BVVV230031,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,749.91,714.1999999999999,35.709999999999994,2.5,2.5,0,5,17.854999999999997,17.854999999999997,0.0,749.91
Sitopaladi Churna 25 Gm,सितोपलादि चूर्ण 25 ग्राम,2025-11-27,2024-05-02,2023-12-08,50,TI623AAA2425,ASPC230031,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1250.03,1190.5047619047618,23.810095238095236,2.5,2.5,0,5,29.762619047619047,29.762619047619047,0.0,1250.0299999999997
Divya Swasari Ras 10 Gm,दिव्य स्वासारी रस 10 ग्राम,2029-01-07,2024-05-02,2024-02-03,25,TI623AAA2425,ASSR240001,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,520.8,464.99999999999994,18.599999999999998,6.0,6.0,0,12,27.899999999999995,27.899999999999995,0.0,520.8
Bilwadi Churna 100 Gm,बिल्वादि चूर्ण 100 ग्राम,2025-11-27,2024-05-02,2023-12-08,25,TI623AAA2425,ABWC230016,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,1145.81,1091.2476190476189,43.64990476190476,2.5,2.5,0,5,27.281190476190474,27.281190476190474,0.0,1145.8099999999997
TRIPHALA CHURNA -100GM,त्रिफला चूर्ण 100 ग्राम,2026-02-21,2024-05-02,2024-03-03,25,TI623AAA2425,ATPC240041,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,625.01,595.247619047619,23.809904761904757,2.5,2.5,0,5,14.881190476190476,14.881190476190476,0.0,625.0099999999999
FORTIFIED SOYABEAN OIL 1 LTR (P) - T,फोर्टिफाइड सोयाबीन तेल 1 लीटर,2025-01-01,2024-05-15,2024-04-06,1,TI865AAA2425,BR2B240021,05AAECK5765H1ZE,15079010,KANHA JI DISTRIBUTORS,file1_2024-2025,1334.47,1270.9238095238095,1270.9238095238095,2.5,2.5,0,5,31.773095238095237,31.773095238095237,0.0,1334.47
MADHURAM 1 KG,मधुरम गुड़ पाउडर 1 किग्रा,2025-03-31,2024-05-15,2024-04-05,1,TI865AAA2425,AHG2400081,05AAECK5765H1ZE,17011410,KANHA JI DISTRIBUTORS,file1_2024-2025,2044.04,1946.7047619047619,1946.7047619047619,2.5,2.5,0,5,48.66761904761905,48.66761904761905,0.0,2044.0400000000002
NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,2024-10-02,2024-05-15,2024-04-05,1,TI865AAA2425,AHV2400014,05AAECK5765H1ZE,11010000,KANHA JI DISTRIBUTORS,file1_2024-2025,2933.49,2793.7999999999997,2793.7999999999997,2.5,2.5,0,5,69.84499999999998,69.84499999999998,0.0,2933.4899999999993
IODIZED NAMAK 1 KG (NEW) - T,आयोडीन युक्त नमक 1 किग्रा (नया),2026-02-19,2024-05-15,2024-03-01,1,TI865AAA2425,BS24,05AAECK5765H1ZE,25010010,KANHA JI DISTRIBUTORS,file1_2024-2025,260.0,260.0,260.0,0.0,0.0,0,0,0.0,0.0,0.0,260.0
SENDHA NAMAK 1 KG - T,सेंधा नमक 1 किग्रा,2026-02-19,2024-05-15,2024-03-01,1,TI865AAA2425,SRS24,05AAECK5765H1ZE,25010010,KANHA JI DISTRIBUTORS,file1_2024-2025,1009.0,1009.0,1009.0,0.0,0.0,0,0,0.0,0.0,0.0,1009.0
OATS 500GM - T,ओट्स 500 ग्राम,2025-04-07,2024-05-15,2024-04-07,1,TI865AAA2425,ANO070424,05AAECK5765H1ZE,11041200,KANHA JI DISTRIBUTORS,file1_2024-2025,1685.88,1605.6000000000001,1605.6000000000001,2.5,2.5,0,5,40.14000000000001,40.14000000000001,0.0,1685.8800000000003
COWS GHEE 1 L - T,गाय का घी 1 लीटर,2025-01-30,2024-05-15,2024-05-05,1,TI865AAA2425,FAWC240056,05AAECK5765H1ZE,4059020,KANHA JI DISTRIBUTORS,file1_2024-2025,8879.43,7928.062499999999,7928.062499999999,6.0,6.0,0,12,475.6837499999999,475.6837499999999,0.0,8879.429999999998
COWS GHEE 500 ML - T,गाय का घी 500 मि.ली.,2025-01-25,2024-05-15,2024-04-30,1,TI865AAA2425,FAWD240019,05AAECK5765H1ZE,4059020,KANHA JI DISTRIBUTORS,file1_2024-2025,9480.42,8464.660714285714,8464.660714285714,6.0,6.0,0,12,507.8796428571428,507.8796428571428,0.0,9480.419999999998
DIGESTIVE BISCUIT 100 GM,डाइजेस्टिव बिस्किट 100 ग्राम,2024-10-29,2024-05-15,2024-05-02,1,TI865AAA2425,E224/AV9,05AAECK5765H1ZE,19053100,KANHA JI DISTRIBUTORS,file1_2024-2025,764.07,647.5169491525425,647.5169491525425,9.0,9.0,0,18,58.27652542372882,58.27652542372882,0.0,764.07
MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,2025-04-18,2024-05-15,2024-04-23,2,TI865AAA2425,N2B2400029,05AAECK5765H1ZE,15149920,KANHA JI DISTRIBUTORS,file1_2024-2025,3016.94,2873.2761904761905,1436.6380952380953,2.5,2.5,0,5,71.83190476190477,71.83190476190477,0.0,3016.94
MUSTARD OIL 5 L (J)-T,सरसों का तेल 5 लीटर,2025-03-26,2024-05-15,2024-03-31,1,TI865AAA2425,O3B2400004,05AAECK5765H1ZE,15149920,KANHA JI DISTRIBUTORS,file1_2024-2025,2653.01,2526.6761904761906,2526.6761904761906,2.5,2.5,0,5,63.16690476190477,63.16690476190477,0.0,2653.01
GONYLE FLOOR CLEANER - 1 LTR,गोनाइल फ्लोर क्लीनर 1 लीटर,2025-04-04,2024-05-15,2024-04-09,1,TI865AAA2425,0975/24-25,05AAECK5765H1ZE,38084000,KANHA JI DISTRIBUTORS,file1_2024-2025,618.63,524.2627118644068,524.2627118644068,9.0,9.0,0,18,47.183644067796614,47.183644067796614,0.0,618.6300000000001
FORTIFIED SUNFLOWER OIL 1 LTR (P) - T,फोर्टिफाइड सूरजमुखी तेल 1 लीटर,2025-01-22,2024-05-15,2024-04-27,1,TI865AAA2425,BR2A240022,05AAECK5765H1ZE,15121910,KANHA JI DISTRIBUTORS,file1_2024-2025,1334.47,1270.9238095238095,1270.9238095238095,2.5,2.5,0,5,31.773095238095237,31.773095238095237,0.0,1334.47
BANDHANI HING 25 G (NEW) - T,बंधनी हींग 25 ग्राम (नया),2025-08-19,2024-05-15,2024-02-26,24,TI866AAA2425,CASX240009,05AAECK5765H1ZE,13019013,KANHA JI DISTRIBUTORS,file1_2024-2025,1188.68,1132.0761904761905,47.16984126984127,2.5,2.5,0,5,28.301904761904762,28.301904761904762,0.0,1188.68
JAU ATTA 500 GM,जौ का आटा 500 ग्राम,2024-10-28,2024-05-15,2024-05-01,6,TI866AAA2425,AAMA240011,05AAECK5765H1ZE,11029090,KANHA JI DISTRIBUTORS,file1_2024-2025,228.38,217.5047619047619,36.250793650793646,2.5,2.5,0,5,5.437619047619047,5.437619047619047,0.0,228.38
DIVYA PEEDANIL GOLD TABLET (100 PC) - T,दिव्य पीड़ानिल गोल्ड टैबलेट (100 नग),2027-02-15,2024-05-15,2024-03-02,20,TI866AAA2425,APGT240010,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,6666.69,5952.401785714284,297.62008928571424,6.0,6.0,0,12,357.1441071428571,357.1441071428571,0.0,6666.689999999999
DIVYA SHUDDHI CHURNA 100 GM - T,दिव्य शुद्धि चूर्ण 100 ग्राम,2026-03-22,2024-05-15,2024-04-01,25,TI866AAA2425,ADSC240016,05AAECK5765H1ZE,30049011,KANHA JI DISTRIBUTORS,file1_2024-2025,2604.28,2325.25,93.01,6.0,6.0,0,12,139.515,139.515,0.0,2604.2799999999997
TEJUS TAILUM 100 ML,तेजस तैलम 100 मि.ली.,2026-02-07,2024-05-15,2024-02-08,25,TI866AAA2425,AAO2400004,05AAECK5765H1ZE,33059019,KANHA JI DISTRIBUTORS,file1_2024-2025,1578.25,1337.5,53.5,9.0,9.0,0,18,120.375,120.375,0.0,1578.25
AMLA HAIR OIL - 50 ML,आंवला हेयर ऑयल 50 मि.ली.,2025-11-18,2024-05-15,2023-11-29,24,TI866AAA2425,AQO2300005,05AAECK5765H1ZE,33059019,KANHA JI DISTRIBUTORS,file1_2024-2025,504.95,427.9237288135593,17.830155367231637,9.0,9.0,0,18,38.51313559322033,38.51313559322033,0.0,504.95
